cluster,feature_id,n_inside,n_outside,median_inside,median_outside,u_statistic,p_value,effect_rank_biserial,abs_effect,p_value_bh,significant,label,section,direction
0,ctq29,912,7278,4.229737357227231,-1.4760502557740578,6227902.0,0.0,0.8765704622920312,0.8765704622920312,0.0,True,Questionnaire Childhood Trauma — Score Physical abuse,AUTO-QUESTIONNAIRES,higher
0,ctq39,899,7223,13.325283680891594,-4.302079745286733,5307597.5,3.9185790545754807e-212,0.6347474550229406,0.6347474550229406,2.5755751422346113e-210,True,Score Total au CTQ,AUTO-QUESTIONNAIRES,higher
0,ctq37,906,7273,4.676225459899589,-2.19446018738185,5198993.0,1.3531614770073904e-177,0.5780016141226934,0.5780016141226934,8.152797898969527e-176,True,Score Emotional Abuse,AUTO-QUESTIONNAIRES,higher
0,ctq31,905,7271,3.0268122784683413,-1.058973098587753,4666577.5,6.840659893360285e-94,0.4183576472340358,0.4183576472340358,2.3551414775711834e-92,True,Score Emotional neglect,AUTO-QUESTIONNAIRES,higher
0,ctq41,895,6810,-0.2751090955127798,-0.26569282300506664,1958798.5,7.94736141979937e-68,-0.3572388616805716,0.3572388616805716,2.2099778101980557e-66,True,Risque de déni sur le questionnaire,AUTO-QUESTIONNAIRES,lower
0,cedecodtrouble_humeur_actuel,15,355,-0.024826499168611016,-0.07529884944386254,3597.5,0.02125974375951939,0.35117370892018784,0.35117370892018784,0.046862179079672314,True,Type / précision de l'épisode de l'humeur actuel,EVALUATION MEDICALE,higher
0,ctq40,905,7194,-0.43754848851927786,-0.4236811631248433,2120774.0,1.1612901398418689e-65,-0.34851357100837566,0.34851357100837566,3.1096769300210045e-64,True,Score de déni,AUTO-QUESTIONNAIRES,lower
0,ctq33,908,7281,0.8975648879791418,-1.1991581633955892,4393502.5,5.368838541362059e-59,0.3291193904598717,0.3291193904598717,1.2938900884682562e-57,True,Score Physical neglect,AUTO-QUESTIONNAIRES,higher
0,wurs,701,5316,7.924136294827925,-3.8860215759864243,2393259.5,1.4853723413406238e-34,0.28444879882442464,0.28444879882442464,2.334617832150589e-33,True,Score à l'echelle WURS,AUTO-QUESTIONNAIRES,higher
0,ltsg04,27,230,-0.15897235745998284,0.06381364911718279,2455.0,0.0754774469979269,-0.2093397745571659,0.2093397745571659,0.14552051781200304,False,Létalité si la méthode = médicaments (avec effets sédatifs),SUICIDE,lower
0,mdq,11,495,-0.08068514018046989,-0.06314281815953504,2163.0,0.24378205211366566,-0.20550964187327825,0.20550964187327825,0.3483289005497634,False,Positivité du questionnaire MDQ,AUTO-QUESTIONNAIRES,lower
0,somat_all,789,6953,-0.24966750916665473,-0.23476131934573724,2222795.5,2.2690715312906756e-18,-0.1896357527829896,0.1896357527829896,2.000656972101413e-17,True,Pathologies allergiques (et inflammatoires) — drapeau de section,ANTECEDENTS,lower
0,cssrs03,47,429,0.20502416529764,0.21535659441272803,8248.0,0.04060006198976569,-0.18186777761245843,0.18186777761245843,0.08633483770176646,False,C-SSRS 3 : Idéation suicidaire active avec définition d'une méthode (sans scénario),SUICIDE,lower
0,isf01,851,7323,0.1609280984869742,0.15876602921116356,3671271.0,1.5509071404167705e-17,0.17822394647644457,0.17822394647644457,1.2888573132429023e-16,True,Avez-vous déjà eu l'impression que la vie ne vaut pas la peine d'être vécue ?,SUICIDE,higher
0,isf02,849,7313,0.22871113110390595,0.22734246633139665,3629777.5,6.222965197555934e-16,0.16924827062251158,0.16924827062251158,4.6866706644093135e-15,True,"Avez-vous déjà souhaité mourir, par exemple, vous coucher et ne pas vous réveiller ?",SUICIDE,higher
0,ctq35,906,7270,-0.7959389408457427,-0.831224187911288,3839983.0,3.344787628532383e-16,0.1659950019888805,0.1659950019888805,2.5726398462009713e-15,True,Score Sexual abuse,AUTO-QUESTIONNAIRES,higher
0,pere_structure,731,6531,0.46002845719460694,-0.4499182140327585,2773107.0,6.900469634109836e-13,0.16171490655635612,0.16171490655635612,4.53549049587401e-12,True,Père — atteinte (composite vs psychiatrique seule selon thesaurus),ANTECEDENTS,higher
0,isf03,848,7309,0.2580879944699189,0.25392077448823813,3553373.0,2.564893784525033e-12,0.14661331209648476,0.14661331209648476,1.655730541260356e-11,True,"Avez-vous déjà pensé à vous donner la mort, même si vous ne le feriez jamais ?",SUICIDE,higher
0,bis10,693,5520,1.121547013900333,-0.7065389034676137,2188326.0,5.892937608975761e-10,0.14411506368028104,0.14411506368028104,3.2277226449162693e-09,True,"Score total à la BIS-10, codage de Baratt",AUTO-QUESTIONNAIRES,higher
0,pregnn_rporres,264,2604,0.05101552881269544,-0.22850045051939016,391666.0,0.00018456381782889169,0.13946492575524827,0.13946492575524827,0.0006093134259830533,True,Nombre de grossesses,ANTECEDENTS,higher
0,mere_structure,774,6775,0.4107027920578237,0.35788944313838433,2970226.0,1.3283324476421002e-09,0.13284170981244703,0.13284170981244703,7.010104814928748e-09,True,Mère — atteinte (composite vs psychiatrique seule selon thesaurus),ANTECEDENTS,higher
0,cssrs06,26,353,0.015204068648350777,0.025851027540281013,3981.5,0.2601869900405268,-0.13238178252342558,0.13238178252342558,0.36669628420916356,False,C-SSRS Intensité : niveau le plus grave atteint,SUICIDE,lower
0,isf04,847,7301,0.46719878411387894,-0.40489827661150024,3491431.5,7.079076164377145e-10,0.12919192224642284,0.12919192224642284,3.8195313931676684e-09,True,Avez-vous déjà sérieusement envisagé de vous donner la mort ou planifié comment vous y prendre ?,SUICIDE,higher
0,isf09a,87,716,-0.28160379144129366,-0.49230549171378546,34958.0,0.06207409185423727,0.12239131830732686,0.12239131830732686,0.12432013410142256,False,Nombre de tentatives de suicide graves,SUICIDE,higher
0,cssrs10,51,491,-0.4456377803449496,-0.31154633452231906,10996.0,0.1522282897560953,-0.12176031308653812,0.12176031308653812,0.24677366254183158,False,C-SSRS Intensité : Maîtrise des pensées suicidaires,SUICIDE,lower
0,jobdur,237,2058,-1.4487130007279096,0.1416015718516963,214409.5,0.0022890855091266442,-0.12081493236233609,0.12081493236233609,0.006268972814767287,True,"Depuis combien de temps employé (de manière consécutive, sans interruption > 6 mois)",SOCIAL,lower
0,eq5d,627,5152,-0.0016799000755999272,0.06772904324425766,1423378.5,1.1635232214344654e-06,-0.11873402627121166,0.11873402627121166,4.919457830977301e-06,True,Score à l'EQ-5D,AUTO-QUESTIONNAIRES,lower
0,cssrs11,52,489,-0.5566617889274365,-0.5955190972391597,14220.0,0.16006891136285317,0.11845210004719209,0.11845210004719209,0.2566071461537535,False,C-SSRS Intensité : Éléments dissuasifs,SUICIDE,higher
0,cssrs02,123,1292,-0.3141754882358726,-0.31791008405988935,88715.0,0.032546363508133044,0.11650179969291963,0.11650179969291963,0.06961840478218992,False,C-SSRS 2 : Pensées suicidaires actives non spécifiques,SUICIDE,higher
0,prism,669,5380,0.8130620373847943,-1.511042020163572,1989387.0,8.387902960262352e-06,0.10545451514494797,0.10545451514494797,3.2257733192923834e-05,True,Score à l'echelle PRISE-M,AUTO-QUESTIONNAIRES,higher
0,psqi13,799,6608,-0.2869606586776534,-0.31052399434697486,2912986.0,1.7228722835054358e-06,0.10344725701315505,0.10344725701315505,7.1179237769967426e-06,True,Sous-Score trouble du sommeil,AUTO-QUESTIONNAIRES,higher
0,psqi15,806,6703,-0.17021780503367445,-0.18095439674929525,2972663.0,3.0610919605676487e-06,0.10045278048531281,0.10045278048531281,1.229538604161339e-05,True,Sous-Score qualité du sommeil,AUTO-QUESTIONNAIRES,higher
